date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:22:38	50/50	---MCZ	200	added ('OK')	text/plain	date:Mon,%2005%20May%202025%2009:52:39%20GMT	https://demo.7iquid.com/robots.txt		(from )
15:22:39	317905/317905	---MCZ	200	added ('OK')	text/html	date:Mon,%2005%20May%202025%2009:52:39%20GMT	https://demo.7iquid.com/basilico/main/	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/index.html	(from )
15:22:39	422/422	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42af-1a6%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/pxltheme-core/assets/css/main.css?ver=1.0.0	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/pxltheme-core/assets/css/main8a54.css	(from https://demo.7iquid.com/basilico/main/)
15:22:40	4101/4101	---M--	200	added ('OK')	application/rss+xml	etag:%22b37d353c646a4c8e58e9ece02508ac19%22	https://demo.7iquid.com/basilico/main/comments/feed/	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/comments/feed/index.html	(from https://demo.7iquid.com/basilico/main/)
15:22:40	2894/2894	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42c7-b4e%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.1	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/contact-form-7/includes/css/styles37ad.css	(from https://demo.7iquid.com/basilico/main/)
15:22:40	103991/103991	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42e0-19637%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/wp-user-avatar/assets/css/frontend.min.css?ver=4.15.19	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/wp-user-avatar/assets/css/frontend.min7400.css	(from https://demo.7iquid.com/basilico/main/)
15:22:41	13825/13825	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42e0-3601%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min.css?ver=4.15.19	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/wp-user-avatar/assets/flatpickr/flatpickr.min7400.css	(from https://demo.7iquid.com/basilico/main/)
15:22:41	14965/14965	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42e0-3a75%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/wp-user-avatar/assets/select2/select2.min.css?ver=6.8.1	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/wp-user-avatar/assets/select2/select2.min0899.css	(from https://demo.7iquid.com/basilico/main/)
15:22:41	84123/84123	---MC-	200	added ('OK')	application/rss+xml	etag:%22b37d353c646a4c8e58e9ece02508ac19%22	https://demo.7iquid.com/basilico/main/feed/	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/feed/index.html	(from https://demo.7iquid.com/basilico/main/)
15:22:42	20060/20060	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-4e5c%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://demo.7iquid.com/basilico/main/)
15:22:42	60705/60705	---MCZ	200	added ('OK')	text/css	etag:W/%22675a43a5-ed21%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/custom-frontend.min.css?ver=1733968805	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/custom-frontend.minc52d.css	(from https://demo.7iquid.com/basilico/main/)
15:22:42	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-4057%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://demo.7iquid.com/basilico/main/)
15:22:43	10260/10260	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-2814%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:43	1103/1103	---MCZ	200	added ('OK')	text/css	etag:W/%22675a43a5-44f%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-6.css?ver=1733968805	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-6c52d.css	(from https://demo.7iquid.com/basilico/main/)
15:22:43	146/146	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-92%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/animations/styles/slideInUp.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:43	1364/1364	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-554%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/widget-spacer.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:43	254/254	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-fe%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/widget-image.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:44	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-82%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:44	106/106	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-6a%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:44	232/232	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42d0-e8%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?ver=3.25.11	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/elementor/assets/css/widget-google_maps.min1ffb.css	(from https://demo.7iquid.com/basilico/main/)
15:22:45	60904/60904	---MCZ	200	added ('OK')	text/css	etag:W/%226784d61e-ede8%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-2260.css?ver=1736758814	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-2260e937.css	(from https://demo.7iquid.com/basilico/main/)
15:22:45	9000/9000	---MCZ	200	added ('OK')	text/css	etag:W/%22675a43a6-2328%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-2243.css?ver=1733968806	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-22437c35.css	(from https://demo.7iquid.com/basilico/main/)
15:22:45	3192/3192	---MCZ	200	added ('OK')	text/css	etag:W/%22675a43a6-c78%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-3196.css?ver=1733968806	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-31967c35.css	(from https://demo.7iquid.com/basilico/main/)
15:22:45	2083/2083	---MCZ	200	added ('OK')	text/css	etag:W/%22675a43a6-823%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-503.css?ver=1733968806	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-5037c35.css	(from https://demo.7iquid.com/basilico/main/)
15:22:46	22971/22971	---MCZ	200	added ('OK')	text/css	etag:W/%22675a43a6-59bb%22	https://demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-2253.css?ver=1733968806	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/uploads/elementor/css/post-22537c35.css	(from https://demo.7iquid.com/basilico/main/)
15:22:46	4631/4631	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42f9-1217%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/libs/perfect-scrollbar/css/perfect-scrollbar.min.css?ver=6.8.1	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/libs/perfect-scrollbar/css/perfect-scrollbar.min0899.css	(from https://demo.7iquid.com/basilico/main/)
15:22:46	4000/4000	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42f9-fa0%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/libs/perfect-scrollbar/css/custom-theme.css?ver=6.8.1	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/libs/perfect-scrollbar/css/custom-theme0899.css	(from https://demo.7iquid.com/basilico/main/)
15:22:47	3089/3089	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42f9-c11%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/css/icons.css?ver=4.9.6	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/css/icons1845.css	(from https://demo.7iquid.com/basilico/main/)
15:22:47	20510/20510	---MCZ	200	added ('OK')	text/css	etag:W/%22675a42f9-501e%22	https://demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/css/frontend.css?ver=4.9.6	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/plugins/woo-smart-wishlist/assets/css/frontend1845.css	(from https://demo.7iquid.com/basilico/main/)
15:22:47	12858/12858	---MCZ	200	added ('OK')	text/css	etag:W/%226732e55c-323a%22	https://demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/fonts/pixelart/style.css?ver=1.0.0	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/fonts/pixelart/style8a54.css	(from https://demo.7iquid.com/basilico/main/)
15:22:47	70823/70823	---MCZ	200	added ('OK')	text/css	etag:W/%226732e55c-114a7%22	https://demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/fonts/material/css/font-material.min.css?ver=1.0.0	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/fonts/material/css/font-material.min8a54.css	(from https://demo.7iquid.com/basilico/main/)
15:22:47	6654/6654	---MCZ	200	added ('OK')	text/css	etag:W/%226732e55c-19fe%22	https://demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/css/magnific-popup.css?ver=1.0.0	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/css/magnific-popup8a54.css	(from https://demo.7iquid.com/basilico/main/)
15:22:48	39934/39934	---MCZ	200	added ('OK')	text/css	etag:W/%226732e55c-9bfe%22	https://demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/css/grid.css?ver=1.0.0	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/css/grid8a54.css	(from https://demo.7iquid.com/basilico/main/)
15:22:48	1776/1776	---MCZ	200	added ('OK')	text/css	etag:W/%226732e55c-6f0%22	https://demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/css/slick.css?ver=1.8.1	C:/My%20Web%20Sites/basilico/demo.7iquid.com/basilico/main/wp-content/themes/basilico/assets/css/slickc245.css	(from https://demo.7iquid.com/basilico/main/)
